,StudentId,CGPA,Major Projects,Workshops/Certificatios,Mini Projects,Skills,Communication Skill Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus
7515,7516,7.4,0,2,1,12,3.6,No,Yes,64.7,68.3,0,Placed
7516,7517,8.2,1,1,0,7,3.4,No,Yes,58.7,63.2,4,NotPlaced
7517,7518,7.4,2,1,0,8,2.5,Yes,Yes,67.7,67.1,1,Placed
7518,7519,7.9,2,3,2,6,3.4,Yes,No,63.6,75.3,2,Placed
7519,7520,6.2,0,2,0,5,3.0,Yes,Yes,50.0,56.1,2,NotPlaced
7520,7521,5.5,0,2,1,9,3.3,Yes,Yes,81.4,82.8,1,NotPlaced
7521,7522,7.8,2,0,0,7,4.1,Yes,Yes,74.8,72.2,3,NotPlaced
7522,7523,7.9,1,3,0,8,3.0,Yes,No,59.0,75.9,4,NotPlaced
7523,7524,7.9,0,1,0,9,3.3,No,No,78.8,74.0,2,NotPlaced
7524,7525,7.1,1,2,1,8,3.9,Yes,No,72.1,66.0,3,Placed
7525,7526,8.8,1,2,2,9,3.3,Yes,Yes,81.4,62.3,0,Placed
7526,7527,7.1,1,2,0,4,5.0,No,Yes,77.6,65.7,1,Placed
7527,7528,7.9,1,2,0,4,3.7,No,Yes,64.0,58.4,2,Placed
7528,7529,8.0,1,3,3,7,2.5,Yes,Yes,77.0,75.1,0,Placed
7529,7530,9.0,0,3,3,7,2.8,Yes,No,77.4,70.5,0,Placed
7530,7531,7.2,2,1,3,5,2.7,Yes,Yes,80.5,58.2,0,Placed
7531,7532,6.9,2,3,2,8,2.8,No,Yes,80.0,66.5,1,NotPlaced
7532,7533,6.2,2,2,0,10,3.9,Yes,Yes,89.7,77.9,3,Placed
7533,7534,8.8,0,2,0,11,2.6,Yes,Yes,79.6,83.6,0,Placed
7534,7535,7.9,0,2,0,11,3.2,No,Yes,63.9,60.4,2,Placed
7535,7536,7.9,1,2,1,3,4.4,No,Yes,72.6,91.5,0,Placed
7536,7537,9.5,1,2,1,4,3.1,Yes,No,61.6,63.4,2,Placed
7537,7538,7.8,0,2,0,6,4.0,No,Yes,81.9,56.7,1,NotPlaced
7538,7539,6.4,2,2,0,7,2.2,Yes,Yes,63.3,87.8,0,NotPlaced
7539,7540,7.3,0,2,3,6,3.2,No,Yes,91.1,62.6,1,NotPlaced
7540,7541,6.7,0,0,0,5,2.8,Yes,No,68.4,85.7,0,NotPlaced
7541,7542,7.2,2,2,0,6,3.7,No,Yes,70.6,66.0,1,NotPlaced
7542,7543,7.2,0,2,0,8,2.7,Yes,No,66.8,69.4,2,NotPlaced
7543,7544,7.0,2,1,1,3,5.0,No,Yes,64.5,60.3,4,Placed
7544,7545,6.3,1,2,1,14,2.2,Yes,Yes,66.2,83.5,2,Placed
7545,7546,8.9,1,3,1,7,4.4,No,Yes,73.1,82.3,1,Placed
7546,7547,7.8,0,2,1,10,4.2,Yes,No,71.2,66.1,2,NotPlaced
7547,7548,7.3,1,1,3,5,3.7,Yes,Yes,67.2,71.3,1,Placed
7548,7549,8.1,2,1,0,9,3.5,Yes,No,73.8,78.0,2,Placed
7549,7550,7.9,1,1,1,7,5.0,Yes,Yes,66.1,67.8,2,Placed
7550,7551,7.7,0,1,2,10,5.0,Yes,Yes,71.0,84.3,1,Placed
7551,7552,8.1,0,1,1,6,3.3,No,Yes,86.9,71.0,3,NotPlaced
7552,7553,7.6,0,0,2,12,3.6,Yes,Yes,65.8,67.3,1,Placed
7553,7554,8.1,2,2,1,3,3.1,No,No,68.3,57.8,0,NotPlaced
7554,7555,8.1,1,3,2,10,2.6,Yes,Yes,60.6,60.4,2,Placed
7555,7556,7.6,1,2,0,7,3.9,Yes,No,68.0,77.3,3,Placed
7556,7557,7.3,2,2,3,4,3.7,No,Yes,74.4,74.1,3,NotPlaced
7557,7558,8.8,1,2,0,13,2.2,No,No,66.2,79.3,1,Placed
7558,7559,7.1,1,3,0,13,3.9,No,Yes,60.8,66.9,2,Placed
7559,7560,7.8,0,1,1,1,3.7,Yes,Yes,74.3,57.2,7,NotPlaced
7560,7561,7.9,2,3,2,8,3.0,Yes,Yes,75.2,67.5,0,Placed
7561,7562,7.0,1,3,2,9,3.0,No,Yes,76.5,90.3,1,Placed
7562,7563,6.8,2,2,0,8,3.8,Yes,Yes,59.8,63.3,1,NotPlaced
7563,7564,7.2,0,3,3,12,4.8,Yes,Yes,83.3,71.7,3,Placed
7564,7565,7.1,0,3,3,11,3.8,Yes,Yes,66.6,50.3,1,Placed
7565,7566,6.3,0,3,1,8,4.1,Yes,Yes,61.9,67.3,2,Placed
7566,7567,6.9,1,2,0,14,2.8,No,Yes,80.2,68.3,0,Placed
7567,7568,7.7,1,3,1,10,3.2,Yes,Yes,83.0,75.0,0,Placed
7568,7569,8.6,0,2,2,6,4.0,Yes,Yes,68.2,69.1,0,NotPlaced
7569,7570,8.0,1,0,0,5,2.4,No,No,63.5,58.3,1,NotPlaced
7570,7571,5.5,1,0,0,11,3.7,No,Yes,75.0,66.0,3,NotPlaced
7571,7572,8.0,1,1,1,5,3.9,Yes,No,59.0,70.2,0,Placed
7572,7573,7.0,1,2,3,6,3.5,No,Yes,94.0,63.0,0,NotPlaced
7573,7574,7.9,1,3,1,6,3.8,Yes,Yes,61.7,64.3,3,Placed
7574,7575,7.5,2,0,1,8,3.5,Yes,Yes,74.2,81.0,1,Placed
7575,7576,7.3,1,1,3,6,3.0,Yes,No,69.6,66.4,2,Placed
7576,7577,7.4,1,2,2,3,2.6,Yes,Yes,62.7,76.0,0,Placed
7577,7578,7.5,1,1,1,10,3.4,No,Yes,62.6,70.4,4,NotPlaced
7578,7579,8.6,0,2,1,6,4.5,No,Yes,81.1,60.9,1,Placed
7579,7580,7.5,2,1,3,13,4.3,Yes,Yes,74.3,69.0,0,Placed
7580,7581,8.4,0,1,2,8,3.2,Yes,Yes,64.7,74.6,2,Placed
7581,7582,8.3,2,0,0,11,3.2,No,Yes,66.0,87.6,1,Placed
7582,7583,8.1,2,2,0,9,3.1,Yes,Yes,63.7,65.0,1,Placed
7583,7584,6.0,0,1,2,11,3.1,No,Yes,78.9,71.2,1,NotPlaced
7584,7585,8.4,0,0,1,9,3.7,No,No,79.3,80.2,1,NotPlaced
7585,7586,7.1,0,1,0,8,4.3,Yes,No,75.7,83.3,2,NotPlaced
7586,7587,8.1,1,3,2,10,5.0,No,Yes,73.3,66.2,0,Placed
7587,7588,6.7,1,2,3,14,2.8,Yes,Yes,76.6,70.6,3,Placed
7588,7589,6.5,2,1,1,6,4.0,No,Yes,56.2,82.0,0,NotPlaced
7589,7590,9.2,2,2,1,9,3.9,Yes,Yes,73.5,76.6,2,Placed
7590,7591,6.7,1,3,0,7,3.2,Yes,Yes,80.6,81.3,0,Placed
7591,7592,8.5,0,3,2,9,2.7,Yes,No,73.1,82.5,1,Placed
7592,7593,7.6,2,3,0,7,3.7,No,No,71.5,77.0,2,Placed
7593,7594,7.1,1,2,2,1,5.0,No,Yes,65.3,73.3,2,Placed
7594,7595,7.5,1,2,3,6,3.7,No,Yes,65.9,66.0,3,Placed
7595,7596,6.4,1,2,1,10,2.9,Yes,Yes,66.3,69.8,1,NotPlaced
7596,7597,7.5,1,0,2,5,3.4,No,Yes,73.0,70.4,4,Placed
7597,7598,6.6,1,2,0,10,2.6,No,No,66.6,82.8,4,Placed
7598,7599,7.2,0,1,1,8,3.5,No,Yes,54.6,73.6,5,NotPlaced
7599,7600,8.3,1,2,1,6,4.0,Yes,Yes,78.2,73.7,1,Placed
7600,7601,7.7,1,2,2,10,2.9,No,Yes,75.7,63.1,0,Placed
7601,7602,6.2,1,1,1,9,1.0,Yes,No,74.2,82.8,2,NotPlaced
7602,7603,8.2,0,3,2,8,3.7,Yes,Yes,62.6,65.1,1,Placed
7603,7604,7.5,0,3,2,10,3.1,Yes,Yes,66.6,69.4,3,Placed
7604,7605,7.0,0,2,0,8,2.9,No,No,75.7,83.8,0,NotPlaced
7605,7606,8.1,1,3,2,2,2.9,Yes,No,71.2,80.0,3,NotPlaced
7606,7607,7.4,1,3,2,6,3.8,Yes,Yes,64.7,64.4,0,Placed
7607,7608,6.5,0,1,3,2,3.2,No,No,82.7,62.3,3,Placed
7608,7609,9.1,1,2,2,9,4.2,Yes,Yes,63.4,70.2,2,Placed
7609,7610,7.5,1,3,2,10,4.3,No,Yes,50.0,66.8,0,Placed
7610,7611,7.4,1,0,0,10,3.3,No,Yes,71.8,58.8,1,Placed
7611,7612,7.2,1,2,1,8,3.1,No,Yes,72.2,65.2,1,Placed
7612,7613,8.5,2,1,1,10,3.6,Yes,No,71.5,50.0,3,Placed
7613,7614,7.1,1,1,2,2,3.4,No,Yes,74.6,80.1,2,Placed
7614,7615,6.2,2,0,2,7,2.1,Yes,No,66.0,79.6,2,NotPlaced
7615,7616,6.9,0,1,1,3,5.0,Yes,Yes,80.2,84.7,1,NotPlaced
7616,7617,8.6,1,3,1,6,4.1,No,Yes,58.7,75.2,2,Placed
7617,7618,8.2,2,0,0,12,3.1,Yes,No,70.8,68.0,0,Placed
7618,7619,7.3,2,1,1,10,2.0,No,No,65.4,81.2,5,Placed
7619,7620,8.7,1,3,2,9,3.4,Yes,Yes,80.1,65.7,2,NotPlaced
7620,7621,8.1,2,1,1,6,3.0,Yes,Yes,63.8,60.1,3,Placed
7621,7622,7.3,1,3,0,4,3.5,No,Yes,71.6,70.7,3,NotPlaced
7622,7623,7.4,1,3,0,8,1.8,Yes,Yes,71.8,75.7,0,Placed
7623,7624,7.8,1,3,3,10,3.1,No,Yes,72.8,64.7,1,Placed
7624,7625,6.8,1,3,1,8,3.2,Yes,No,64.4,62.6,1,NotPlaced
7625,7626,7.5,0,3,3,2,3.3,Yes,Yes,74.3,68.2,0,Placed
7626,7627,7.8,2,1,0,7,3.3,No,No,71.3,75.7,0,Placed
7627,7628,6.1,1,3,1,1,3.5,Yes,Yes,74.1,70.7,3,Placed
7628,7629,7.3,0,2,1,9,4.7,Yes,Yes,85.2,95.7,2,Placed
7629,7630,7.2,1,0,1,5,3.1,Yes,Yes,72.0,70.8,2,NotPlaced
7630,7631,8.4,0,3,0,3,2.8,Yes,Yes,62.0,78.8,1,NotPlaced
7631,7632,5.9,0,1,3,9,2.1,No,Yes,88.6,59.0,0,NotPlaced
7632,7633,7.2,1,1,3,9,3.1,Yes,No,79.8,77.3,1,Placed
7633,7634,7.1,1,0,2,8,2.4,No,Yes,76.9,67.8,1,Placed
7634,7635,8.3,2,1,0,14,4.3,No,Yes,69.4,71.9,4,Placed
7635,7636,7.5,1,2,1,9,3.4,Yes,Yes,77.7,87.2,2,Placed
7636,7637,9.0,2,1,1,5,4.3,No,No,52.5,68.6,0,NotPlaced
7637,7638,8.1,1,3,3,9,4.7,No,Yes,84.9,60.2,2,Placed
7638,7639,7.2,1,3,2,6,2.8,Yes,Yes,79.1,61.6,2,Placed
7639,7640,7.7,0,1,1,11,3.2,Yes,No,69.4,73.6,0,Placed
7640,7641,7.2,2,2,1,8,4.6,Yes,Yes,78.8,73.1,0,Placed
7641,7642,8.2,1,3,2,8,3.7,No,Yes,76.6,72.7,0,Placed
7642,7643,6.4,0,1,0,3,3.9,Yes,Yes,61.9,60.4,3,NotPlaced
7643,7644,6.8,0,1,1,7,4.3,Yes,Yes,72.6,90.2,3,NotPlaced
7644,7645,7.9,1,1,0,7,4.2,No,Yes,74.4,85.2,2,Placed
7645,7646,8.5,2,1,3,4,3.8,No,Yes,69.8,73.2,0,Placed
7646,7647,5.6,1,0,1,6,4.6,No,Yes,69.0,58.3,1,NotPlaced
7647,7648,8.7,0,3,0,8,3.4,Yes,Yes,79.1,86.3,1,Placed
7648,7649,7.4,0,0,3,7,3.9,Yes,Yes,72.6,82.2,1,Placed
7649,7650,5.9,1,1,3,3,3.4,Yes,No,87.9,72.9,2,NotPlaced
7650,7651,5.5,1,0,1,6,4.3,Yes,Yes,65.1,82.8,0,NotPlaced
7651,7652,6.2,1,1,3,6,2.9,Yes,Yes,74.7,67.6,0,Placed
7652,7653,7.5,1,0,0,8,2.2,Yes,Yes,62.7,63.4,2,Placed
7653,7654,7.4,1,0,2,7,4.0,No,Yes,77.1,73.4,1,Placed
7654,7655,8.0,1,2,2,6,2.7,Yes,Yes,61.0,58.0,2,Placed
7655,7656,7.0,0,2,2,6,2.6,No,Yes,73.6,62.0,3,NotPlaced
7656,7657,6.6,0,1,1,7,4.5,No,No,81.6,76.9,2,NotPlaced
7657,7658,7.1,1,3,1,10,4.3,Yes,No,71.5,74.2,6,NotPlaced
7658,7659,7.5,0,3,2,8,3.2,Yes,Yes,62.1,59.6,2,Placed
7659,7660,7.7,1,2,1,11,1.1,Yes,Yes,79.5,68.3,3,NotPlaced
7660,7661,6.8,0,1,0,10,3.9,No,Yes,74.2,60.0,2,NotPlaced
7661,7662,8.3,1,3,3,11,4.0,Yes,Yes,70.2,67.6,3,Placed
7662,7663,7.0,0,1,2,11,3.9,Yes,Yes,62.3,66.6,1,NotPlaced
7663,7664,6.8,1,2,1,12,3.9,No,Yes,56.5,80.9,1,Placed
7664,7665,7.0,0,2,0,4,3.4,Yes,No,91.3,70.6,1,NotPlaced
7665,7666,8.4,1,2,1,9,3.2,No,Yes,65.8,69.8,2,Placed
7666,7667,7.4,1,2,1,11,2.6,No,Yes,62.1,68.5,1,Placed
7667,7668,6.9,1,2,2,11,2.9,Yes,Yes,73.8,56.5,6,NotPlaced
7668,7669,8.3,2,3,1,5,3.8,Yes,Yes,61.8,71.1,2,Placed
7669,7670,9.3,1,2,3,9,3.8,No,No,75.5,76.3,1,Placed
7670,7671,7.7,0,2,1,7,4.1,No,No,83.2,74.1,1,NotPlaced
7671,7672,8.5,2,1,3,13,2.4,No,Yes,61.5,78.2,3,Placed
7672,7673,8.4,1,2,2,3,2.2,Yes,Yes,68.3,78.7,3,NotPlaced
7673,7674,7.0,1,1,2,5,3.2,No,Yes,74.9,91.8,2,Placed
7674,7675,7.5,1,1,1,2,2.7,Yes,Yes,60.0,61.8,0,NotPlaced
7675,7676,6.4,0,2,3,7,3.6,Yes,Yes,62.8,74.1,3,Placed
7676,7677,7.3,2,2,0,14,2.5,Yes,Yes,69.9,75.1,4,NotPlaced
7677,7678,7.0,2,0,1,7,4.4,No,No,88.6,69.1,3,Placed
7678,7679,7.2,2,0,1,7,2.8,No,Yes,63.3,66.3,2,Placed
7679,7680,6.9,1,0,1,9,4.8,Yes,Yes,68.5,76.5,0,Placed
7680,7681,7.3,1,1,2,7,3.9,Yes,Yes,93.3,75.6,4,Placed
7681,7682,8.0,0,1,2,8,2.7,Yes,Yes,78.2,62.5,0,Placed
7682,7683,7.4,1,3,0,8,5.0,No,Yes,55.8,55.8,0,NotPlaced
7683,7684,5.9,0,3,3,4,3.7,Yes,Yes,68.9,67.6,2,NotPlaced
7684,7685,6.9,1,1,0,7,3.6,No,Yes,76.3,65.9,1,Placed
7685,7686,6.2,0,2,2,9,3.4,Yes,Yes,84.0,77.4,3,Placed
7686,7687,7.7,2,2,2,10,3.9,No,No,83.5,63.7,2,Placed
7687,7688,7.9,2,1,2,11,3.9,No,No,76.0,70.4,0,Placed
7688,7689,7.7,1,2,2,8,2.8,No,Yes,77.5,56.6,2,Placed
7689,7690,6.8,1,2,1,8,3.3,No,Yes,59.3,58.0,3,Placed
7690,7691,7.7,2,3,0,9,3.6,Yes,No,64.8,65.1,3,Placed
7691,7692,7.1,0,1,1,5,4.0,Yes,No,59.3,69.7,0,Placed
7692,7693,6.5,1,1,0,5,4.0,No,No,80.3,64.6,1,NotPlaced
7693,7694,8.1,1,3,1,7,3.6,Yes,No,74.4,73.3,0,Placed
7694,7695,8.2,0,3,0,3,3.1,No,Yes,72.0,56.7,3,Placed
7695,7696,8.3,1,1,2,8,3.0,Yes,Yes,84.9,70.1,2,Placed
7696,7697,7.0,0,0,1,10,2.5,No,Yes,75.8,70.2,1,NotPlaced
7697,7698,8.5,1,2,2,5,4.0,No,No,81.2,59.0,1,Placed
7698,7699,7.1,1,1,2,8,3.0,Yes,Yes,77.8,74.1,3,Placed
7699,7700,8.1,0,3,1,5,3.3,Yes,Yes,78.7,52.5,3,Placed
7700,7701,7.1,0,0,2,4,3.7,Yes,Yes,61.6,65.8,1,Placed
7701,7702,7.3,2,2,1,13,3.5,Yes,No,79.8,79.1,0,Placed
7702,7703,5.5,1,1,3,4,3.5,Yes,Yes,75.3,52.0,1,NotPlaced
7703,7704,7.2,2,2,0,3,2.8,Yes,No,67.3,78.0,4,NotPlaced
7704,7705,7.6,0,2,1,8,3.7,No,Yes,77.2,61.5,2,Placed
7705,7706,7.2,1,3,0,8,3.2,Yes,Yes,82.6,66.7,3,NotPlaced
7706,7707,9.0,0,1,2,9,3.4,Yes,No,70.1,84.7,1,Placed
7707,7708,6.5,1,1,1,13,4.4,Yes,No,64.3,66.4,1,NotPlaced
7708,7709,7.0,0,3,0,5,3.9,No,No,64.7,86.5,0,Placed
7709,7710,6.7,1,2,2,5,3.0,No,No,58.4,69.3,1,NotPlaced
7710,7711,7.0,2,3,3,12,3.4,Yes,Yes,69.5,71.2,0,Placed
7711,7712,8.4,1,3,0,10,4.8,Yes,Yes,76.3,79.6,2,Placed
7712,7713,8.8,0,2,1,9,3.3,No,Yes,86.6,76.9,1,Placed
7713,7714,6.9,1,0,1,5,3.5,No,No,63.7,73.4,3,NotPlaced
7714,7715,6.9,1,1,2,10,4.0,Yes,No,74.2,67.8,1,Placed
7715,7716,6.5,0,2,1,9,3.7,No,No,71.2,58.0,0,NotPlaced
7716,7717,8.6,0,2,2,8,3.2,No,Yes,70.9,58.5,0,Placed
7717,7718,8.5,1,1,1,5,2.9,No,No,57.2,83.8,1,Placed
7718,7719,7.4,0,2,0,7,3.5,Yes,Yes,61.9,87.3,2,Placed
7719,7720,6.3,2,0,0,12,4.0,Yes,Yes,87.3,73.2,2,NotPlaced
7720,7721,6.4,1,1,1,4,4.6,No,Yes,80.1,56.0,2,NotPlaced
7721,7722,7.6,2,1,2,5,2.3,No,Yes,73.5,65.0,3,Placed
7722,7723,8.0,0,1,2,5,4.9,No,No,75.2,64.6,1,NotPlaced
7723,7724,5.7,0,1,2,6,3.3,Yes,Yes,77.7,67.0,1,NotPlaced
7724,7725,7.2,1,2,0,7,4.2,No,Yes,67.0,64.0,0,NotPlaced
7725,7726,8.9,1,3,1,10,2.9,Yes,No,67.3,76.7,0,Placed
7726,7727,7.3,1,3,2,8,2.2,No,Yes,65.5,74.2,1,Placed
7727,7728,8.8,1,1,2,7,2.4,Yes,Yes,72.5,86.2,2,Placed
7728,7729,8.1,0,3,2,8,3.2,No,No,60.6,68.5,3,NotPlaced
7729,7730,6.6,1,0,1,9,3.9,Yes,Yes,65.0,73.8,1,Placed
7730,7731,7.3,2,2,0,2,3.5,Yes,Yes,75.6,78.7,1,NotPlaced
7731,7732,7.4,1,2,1,10,3.3,Yes,Yes,67.8,81.2,4,Placed
7732,7733,6.7,2,2,1,5,4.4,No,Yes,55.2,60.9,3,Placed
7733,7734,6.7,1,0,1,6,3.5,No,No,67.6,75.6,2,NotPlaced
7734,7735,8.8,0,1,2,8,3.7,Yes,Yes,75.9,73.3,1,Placed
7735,7736,6.7,2,0,1,7,5.0,No,Yes,72.0,74.7,1,NotPlaced
7736,7737,8.4,1,3,1,8,3.5,No,Yes,55.8,72.5,2,Placed
7737,7738,7.1,1,3,1,7,2.9,Yes,Yes,80.3,87.4,0,Placed
7738,7739,7.5,0,1,2,6,3.9,Yes,Yes,68.8,64.0,2,NotPlaced
7739,7740,8.0,0,3,1,12,4.1,Yes,No,74.1,63.4,0,Placed
7740,7741,7.0,0,3,2,9,3.7,Yes,Yes,80.4,64.6,2,Placed
7741,7742,8.0,0,1,0,8,3.6,No,Yes,69.9,69.4,2,NotPlaced
7742,7743,5.8,2,2,2,9,4.7,Yes,Yes,53.8,74.6,0,NotPlaced
7743,7744,7.9,1,1,0,5,4.6,Yes,Yes,86.8,67.9,1,Placed
7744,7745,5.5,0,0,2,14,3.4,Yes,Yes,51.1,81.1,0,NotPlaced
7745,7746,7.3,1,2,0,4,3.0,No,No,68.0,72.0,3,NotPlaced
7746,7747,8.2,0,1,2,7,3.8,Yes,Yes,82.7,71.1,4,NotPlaced
7747,7748,8.0,1,3,1,6,3.0,No,Yes,64.7,60.0,1,NotPlaced
7748,7749,6.4,1,3,2,6,4.2,No,Yes,65.3,88.4,0,Placed
7749,7750,6.5,2,1,1,6,3.8,Yes,Yes,69.0,71.6,4,Placed
7750,7751,6.9,0,1,1,5,5.0,No,Yes,69.4,86.7,3,Placed
7751,7752,7.7,2,1,2,11,4.7,No,Yes,63.3,66.4,3,Placed
7752,7753,5.8,1,2,0,3,2.6,No,Yes,65.3,79.5,1,NotPlaced
7753,7754,7.5,2,1,0,10,3.1,Yes,Yes,80.7,66.9,0,Placed
7754,7755,7.8,1,2,2,9,2.0,Yes,Yes,66.2,88.4,5,NotPlaced
7755,7756,7.3,2,2,2,6,1.8,No,Yes,75.5,82.1,1,NotPlaced
7756,7757,7.9,2,0,0,9,3.6,Yes,Yes,62.8,79.6,1,Placed
7757,7758,7.7,1,2,1,7,2.5,No,Yes,83.5,65.5,3,NotPlaced
7758,7759,7.0,1,1,1,4,4.8,No,No,79.4,89.2,2,NotPlaced
7759,7760,5.9,0,2,0,4,4.4,Yes,Yes,70.2,90.3,0,NotPlaced
7760,7761,7.6,1,3,1,9,3.3,No,Yes,76.8,68.6,4,Placed
7761,7762,6.7,1,0,0,9,3.2,Yes,No,84.7,73.5,2,Placed
7762,7763,7.0,1,2,3,8,4.7,Yes,Yes,62.0,80.3,0,Placed
7763,7764,7.9,0,3,3,6,4.9,No,Yes,61.5,54.3,0,Placed
7764,7765,8.7,0,1,1,6,2.8,No,Yes,74.4,82.3,2,Placed
7765,7766,7.5,2,2,1,6,2.7,Yes,Yes,59.4,81.2,2,Placed
7766,7767,8.0,2,1,3,2,3.3,Yes,No,57.0,66.9,0,NotPlaced
7767,7768,6.3,2,2,2,7,3.8,No,Yes,56.6,52.3,2,Placed
7768,7769,7.7,0,2,0,9,3.1,No,Yes,72.3,75.0,1,Placed
7769,7770,7.4,2,3,0,7,3.9,Yes,Yes,52.7,61.8,1,NotPlaced
7770,7771,8.5,0,3,2,12,5.0,Yes,Yes,67.4,57.7,5,Placed
7771,7772,7.0,0,3,3,4,2.4,Yes,Yes,50.0,75.3,1,NotPlaced
7772,7773,7.3,0,3,1,5,3.1,Yes,Yes,74.9,83.9,4,NotPlaced
7773,7774,8.4,0,0,0,7,2.4,No,Yes,75.5,70.0,1,NotPlaced
7774,7775,7.4,0,2,2,8,2.8,Yes,No,69.1,82.7,0,Placed
7775,7776,6.6,2,2,0,1,3.3,No,Yes,81.6,78.0,0,NotPlaced
7776,7777,9.5,1,0,0,9,2.9,No,Yes,78.2,59.6,4,NotPlaced
7777,7778,6.6,1,1,2,8,3.9,Yes,No,63.9,67.0,0,Placed
7778,7779,7.4,1,1,1,1,3.6,No,No,63.1,81.7,0,NotPlaced
7779,7780,7.8,1,2,1,7,3.7,No,Yes,79.0,66.9,1,NotPlaced
7780,7781,7.7,1,2,0,5,3.3,No,No,77.2,79.4,2,NotPlaced
7781,7782,7.3,2,3,0,6,3.3,No,Yes,68.6,68.3,1,NotPlaced
7782,7783,7.3,0,1,1,3,3.2,No,No,55.2,78.5,0,NotPlaced
7783,7784,7.3,0,2,2,8,3.3,Yes,Yes,79.4,75.9,1,Placed
7784,7785,6.6,0,1,3,12,3.8,Yes,Yes,71.6,69.8,4,NotPlaced
7785,7786,9.3,1,3,2,8,2.0,Yes,Yes,70.5,78.2,4,Placed
7786,7787,7.3,1,1,1,1,3.7,Yes,Yes,50.0,52.6,7,NotPlaced
7787,7788,8.0,1,1,0,8,2.8,No,No,75.8,62.2,1,Placed
7788,7789,7.2,1,1,0,6,3.2,Yes,No,70.5,67.8,0,NotPlaced
7789,7790,7.2,1,0,2,4,2.3,No,Yes,66.1,82.6,0,Placed
7790,7791,7.1,0,1,1,8,3.2,No,Yes,63.5,59.0,3,NotPlaced
7791,7792,6.2,2,1,0,10,3.7,No,No,72.0,71.7,2,Placed
7792,7793,7.4,1,0,1,5,3.9,No,Yes,75.2,74.9,2,Placed
7793,7794,7.2,0,2,2,2,2.6,Yes,Yes,67.6,74.2,1,NotPlaced
7794,7795,8.5,0,1,0,1,3.8,Yes,Yes,76.0,71.1,1,Placed
7795,7796,6.5,0,2,0,5,4.4,Yes,Yes,60.6,66.4,1,NotPlaced
7796,7797,7.0,1,1,2,7,3.1,No,Yes,65.1,69.8,1,NotPlaced
7797,7798,6.7,1,1,1,5,3.5,Yes,Yes,77.2,80.8,1,Placed
7798,7799,8.7,1,3,0,5,1.8,No,Yes,67.4,65.8,0,Placed
7799,7800,6.8,0,3,2,9,2.8,Yes,Yes,86.5,52.6,0,Placed
7800,7801,8.0,0,1,2,8,3.7,No,Yes,73.5,76.2,0,Placed
7801,7802,8.3,0,2,0,8,4.3,Yes,No,60.5,85.5,5,NotPlaced
7802,7803,7.4,1,2,2,9,3.0,Yes,No,56.9,62.5,7,Placed
7803,7804,6.3,1,1,0,5,5.0,Yes,Yes,78.1,84.2,3,Placed
7804,7805,6.3,0,1,2,4,3.8,Yes,Yes,65.5,76.7,3,Placed
7805,7806,8.2,0,2,1,5,2.5,No,No,79.3,61.6,0,Placed
7806,7807,6.4,0,1,1,5,4.5,Yes,No,66.1,65.7,0,Placed
7807,7808,7.8,1,2,2,1,2.5,No,Yes,73.2,65.3,0,NotPlaced
7808,7809,7.6,1,1,2,5,3.8,No,Yes,68.0,73.5,0,Placed
7809,7810,7.8,1,2,1,10,2.8,Yes,Yes,73.3,70.4,2,NotPlaced
7810,7811,7.9,1,3,3,9,2.4,No,Yes,77.6,82.0,0,Placed
7811,7812,6.7,1,0,1,9,4.3,No,No,71.2,79.6,4,NotPlaced
7812,7813,6.7,1,2,1,7,3.3,Yes,Yes,76.9,58.1,2,NotPlaced
7813,7814,8.1,0,0,0,11,4.9,Yes,Yes,55.7,59.2,0,Placed
7814,7815,7.0,1,0,0,4,2.7,No,Yes,74.7,77.5,3,NotPlaced
7815,7816,5.5,2,1,2,4,2.3,Yes,No,71.2,67.4,3,NotPlaced
7816,7817,8.1,1,0,1,10,3.1,Yes,No,68.6,70.4,2,Placed
7817,7818,6.6,0,3,1,7,5.0,Yes,No,50.0,76.9,0,NotPlaced
7818,7819,7.9,2,2,2,5,4.2,Yes,Yes,56.0,79.7,1,Placed
7819,7820,8.7,1,2,0,9,3.9,Yes,No,73.0,60.9,2,Placed
7820,7821,7.5,1,1,2,6,4.0,No,Yes,74.2,52.0,2,NotPlaced
7821,7822,8.3,1,3,1,4,3.1,Yes,Yes,74.7,71.0,1,Placed
7822,7823,7.6,1,1,2,4,5.0,Yes,Yes,70.9,64.3,3,NotPlaced
7823,7824,8.8,1,1,1,8,3.9,Yes,Yes,60.2,72.6,1,Placed
7824,7825,6.6,0,3,3,8,3.8,Yes,Yes,61.7,71.2,7,Placed
7825,7826,7.5,1,2,1,12,4.3,No,Yes,52.0,63.2,0,Placed
7826,7827,8.1,0,2,0,6,2.5,No,Yes,72.1,90.8,3,NotPlaced
7827,7828,7.3,1,3,1,6,2.8,Yes,Yes,88.2,72.2,0,Placed
7828,7829,8.5,0,1,0,11,3.3,No,Yes,70.2,66.8,3,Placed
7829,7830,7.1,1,1,0,10,4.3,Yes,Yes,64.2,72.9,3,NotPlaced
7830,7831,9.3,2,1,1,7,2.5,Yes,Yes,71.2,76.8,1,Placed
7831,7832,9.3,1,1,1,2,3.4,Yes,Yes,69.8,66.3,0,Placed
